iter	RMSE
237	207.879644
238	207.7615489
239	207.6335109
240	207.428123
241	207.3468223
242	207.1110845
243	207.0365582
244	206.8868503
245	206.7424178
246	206.5952004
247	206.4449559
248	206.2902539
249	206.2146953
250	206.0498926
251	205.8598465
252	205.568936
253	205.493658
254	205.3112516
255	205.2168677
256	205.1111512
257	204.9364217
258	204.8292016
259	204.7523627
260	204.6778035
261	204.3826893
262	204.2794982
263	204.1410235
264	203.9984767
265	203.8615919
266	203.7400838
267	203.55767
268	203.5060875
269	203.4121846
270	203.2597399
271	203.1270617
272	202.9401061
273	202.7808727
274	202.6451294
275	202.5215289
276	202.3837891
277	202.2840185
278	202.1168042
279	202.0126727
280	201.8859635
281	201.7751568
282	201.6801284
283	201.5783168
284	201.4564737
285	201.3108703
286	201.2083459
287	200.9760875
288	200.8632384
289	200.7127875
290	200.5983584
291	200.4928865
292	200.3788596
293	200.2240201
294	200.1136451
295	200.0515794
296	200.0121069
297	199.8234784
298	199.6944314
299	199.5826146
300	199.4017026
301	199.3217017
302	199.1854956
303	199.0472536
304	198.8828043
305	198.7286179
306	198.641654
307	198.4987824
308	198.3368403
309	198.2649857
310	198.1679037
311	198.0728025
312	197.9553086
313	197.7734902
314	197.5922213
315	197.5086731
316	197.3902603
317	197.283188
318	197.224364
319	197.1349135
320	197.0836293
321	196.9226243
322	196.8386641
323	196.7466052
324	196.661847
325	196.5550682
326	196.5070068
327	196.3520259
328	196.2766442
329	196.2061256
330	196.0615377
331	195.966848
332	195.7290687
333	195.6495278
334	195.5391626
335	195.4312078
336	195.3261387
337	195.2281111
338	195.177897
339	195.0699447
340	195.0146016
341	194.9351611
342	194.7886618
343	194.7034162
344	194.6179422
345	194.4940151
346	194.3955005
347	194.272031
348	194.136599
349	193.9702724
350	193.8940949
351	193.8186774
352	193.6890721
353	193.6240126
354	193.4855875
355	193.3575731
356	193.2692521
357	193.184382
358	193.0919132
359	192.9932506
360	192.9481833
361	192.8201145
362	192.6224097
363	192.5621951
364	192.5048019
365	192.4106895
366	192.3364413
367	192.2288315
368	192.173145
369	192.0837555
370	192.0056966
371	191.8517155
372	191.7677788
373	191.6874117
374	191.5943763
375	191.4979236
376	191.413387
377	191.235105
378	191.1549379
379	191.022445
380	190.8229943
381	190.6834216
382	190.5822634
383	190.4370885
384	190.291316
385	190.1668626
386	190.1212009
387	190.0275572
388	189.9715801
389	189.9161884
390	189.8200532
391	189.7463117
392	189.5344053
393	189.4459122
394	189.2327252
395	189.1354098
396	188.9955747
397	188.9290482
398	188.836636
399	188.7609956
400	188.6721894
401	188.6099928
402	188.5094818
403	188.4293286
404	188.2447779
405	188.1554659
406	188.0895165
407	188.0476748
408	187.9183837
409	187.8037065
410	187.6938284
411	187.628689
412	187.5179092
413	187.4209729
414	187.2262611
415	187.1940104
416	187.1424251
417	187.0833894
418	186.9729406
419	186.8565539
420	186.800584
421	186.6974798
422	186.612087
423	186.5332791
424	186.3897253
425	186.2570971
426	186.153313
427	186.0492114
428	185.9494058
429	185.7728294
430	185.6819282
431	185.6246378
432	185.51403
433	185.4031184
434	185.3238908
435	185.227804
436	185.1709223
437	185.0853472
438	184.9753288
439	184.8267802
440	184.6338833
441	184.4491458
442	184.3668091
443	184.2783753
444	184.1448408
445	183.9841555
446	183.8725188
447	183.8409664
448	183.7215515
449	183.6051961
450	183.4515759
451	183.3642946
452	183.2609233
453	183.1294947
454	183.0099832
455	182.907943
456	182.8040152
457	182.6472836
458	182.5514173
459	182.5220474
460	182.4770117
461	182.3584556
462	182.2638202
463	182.165905
464	182.0877245
465	182.054311
466	182.0190592
467	181.8809295
468	181.8039055
469	181.7052259
470	181.6269528
471	181.5563789
472	181.4997551
473	181.4002846
474	181.2348711
475	181.1624123
476	181.0853155
477	180.9587118
478	180.885886
479	180.7713352
480	180.6817445
481	180.5990487
482	180.5168784
483	180.4013778
484	180.3467229
485	180.2226962
486	180.1557581
487	180.0645774
488	180.0185869
489	179.9613921
490	179.8368659
491	179.7668856
492	179.6744861
493	179.5832485
494	179.5352483
495	179.4884605
496	179.3927245
497	179.3487339
498	179.1985899
499	179.1131457
500	179.0438223
501	178.9969566
502	178.9564862
503	178.8943523
504	178.7994293
505	178.7486334
506	178.705385
507	178.6318092
508	178.5506628
509	178.4948285
510	178.4370515
511	178.2936793
512	178.2204673
513	178.1498892
514	178.1042595
515	178.016856
516	177.9950984
517	177.937515
518	177.7317781
519	177.6354145
520	177.5218171
521	177.4773473
522	177.3612477
523	177.2563078
524	177.2105402
525	177.1408582
526	177.0989398
527	177.0183313
528	176.9355749
529	176.9153478
530	176.8592915
531	176.7800082
532	176.7296119
533	176.6505146
534	176.5785333
535	176.472464
536	176.4334257
537	176.3899258
538	176.2713426
539	176.1965669
540	176.0849891
541	176.0673679
542	176.0249818
543	175.9660187
544	175.8779259
545	175.7824073
546	175.7387439
547	175.6727289
548	175.609968
549	175.5881348
550	175.5029471
551	175.4631285
552	175.3939361
553	175.3374484
554	175.2674246
555	175.1914472
556	175.0969261
557	175.0455843
558	174.9848843
559	174.843838
560	174.8129122
561	174.7331828
562	174.7293146
563	174.6228061
564	174.4837225
565	174.3873111
566	174.2041765
567	174.1269725
568	174.0185205
569	173.9403652
570	173.7536442
571	173.5973611
572	173.5589211
573	173.4415727
574	173.4047994
575	173.3007507
576	173.1856794
577	173.1231609
578	173.0541721
579	172.9844183
580	172.9477964
581	172.9073149
582	172.8102631
583	172.7538158
584	172.6561534
585	172.5485921
586	172.4761998
587	172.4066413
588	172.3497601
589	172.3452329
590	172.3261356
591	172.2500949
592	172.1674561
593	172.1108937
594	172.030396
595	171.9442081
596	171.8591328
597	171.7964215
598	171.7432019
599	171.7298828
600	171.6564577
601	171.5763279
602	171.4804262
603	171.4195593
604	171.3484271
605	171.2102295
606	171.2052133
607	171.1048701
608	171.0650793
609	170.9979334
610	170.9626931
611	170.9129894
612	170.889799
613	170.8616832
614	170.7823778
615	170.714991
616	170.6647925
617	170.5209136
618	170.4173389
619	170.3238076
620	170.2978576
621	170.2383679
622	170.1895273
623	170.1536384
624	170.1499965
625	170.0812763
626	169.9836625
627	169.9190508
628	169.8584331
629	169.7789948
630	169.6920019
631	169.6230989
632	169.5236305
633	169.4409354
634	169.4038017
635	169.3535116
636	169.2466101
637	169.2019705
638	169.1376678
639	169.1167072
640	169.0310927
641	168.9683088
642	168.9449459
643	168.8248345
644	168.8034865
645	168.7709411
646	168.7499653
647	168.7319895
648	168.6283812
649	168.536142
650	168.4870121
651	168.4747354
652	168.3867269
653	168.3415957
654	168.2229741
655	168.1429946
656	168.0780731
657	168.0014541
658	167.9385267
659	167.876665
660	167.8138987
661	167.7334671
662	167.6868823
663	167.6280981
664	167.6002779
665	167.5213294
666	167.4531484
667	167.403178
668	167.3198544
669	167.2480964
670	167.1677848
671	167.1283726
672	167.0501649
673	166.9751164
674	166.909414
675	166.8392284
676	166.8042651
677	166.7400873
678	166.6521639
679	166.594062
680	166.5276782
681	166.4623806
682	166.407623
683	166.3927391
684	166.354369
685	166.2931637
686	166.2189806
687	166.1341014
688	166.0784547
689	166.0558708
690	165.9767054
691	165.9070377
692	165.7809746
693	165.7303191
694	165.7039863
695	165.6693669
696	165.566001
697	165.5119354
698	165.4554726
699	165.3944381
700	165.3398543
701	165.2885345
702	165.1725243
703	165.1108999
704	165.0338059
705	165.0102573
706	164.9890074
707	164.9691908
708	164.9182082
709	164.8120668
710	164.6677884
711	164.6011991
712	164.5288489
713	164.4698981
714	164.3911714
715	164.3523207
716	164.3038294
717	164.2461697
718	164.2162736
719	164.175462
720	164.0822333
721	164.0235747
722	164.005128
723	163.9542834
724	163.939982
725	163.8779121
726	163.7941806
727	163.7561416
728	163.7375973
729	163.7011195
730	163.6756472
731	163.6063939
732	163.5881809
733	163.5235148
734	163.4588522
735	163.4249136
736	163.3584366
737	163.3003846
738	163.2391184
739	163.1721053
740	163.1141179
741	163.0563256
742	163.0248262
743	162.9523848
744	162.8922299
745	162.8420444
746	162.8249792
747	162.7680554
748	162.6643865
749	162.6498338
750	162.5538378
751	162.4456142
752	162.3704028
753	162.2946925
754	162.2549219
755	162.1519368
756	162.1258031
757	162.0732535
758	162.0435684
759	161.9917515
760	161.8526985
761	161.7869815
762	161.7644874
763	161.7622489
764	161.681332
765	161.6257785
766	161.6069371
767	161.551957
768	161.4962709
769	161.4074166
770	161.3553942
771	161.2919682
772	161.2465283
773	161.1679898
774	161.1213432
775	161.0813197
776	161.0261233
777	160.9346314
778	160.8686113
779	160.8559765
780	160.8241551
781	160.7975192
782	160.7458662
783	160.6851428
784	160.6175749
785	160.5469779
786	160.5021051
787	160.4467389
788	160.3905571
789	160.3500414
790	160.2691011
791	160.2103945
792	160.1763628
793	160.1243143
794	159.9813134
795	159.9452873
796	159.9025175
797	159.8256661
798	159.8214488
799	159.7724417
800	159.6882541
801	159.6083941
802	159.518056
803	159.4935425
804	159.4815177
805	159.4304959
806	159.4018466
807	159.37701
808	159.2829997
809	159.2235555
810	159.1275926
811	159.0438843
812	158.9767129
813	158.9344439
814	158.8680778
815	158.8149657
816	158.7996314
817	158.7500563
818	158.6728455
819	158.6213893
820	158.5995752
821	158.5188105
822	158.4803897
823	158.4263233
824	158.3677878
825	158.3055963
826	158.2917359
827	158.2071702
828	158.145763
829	158.0803662
830	158.0354285
831	157.9459353
832	157.8780553
833	157.8096438
834	157.7666729
835	157.6954838
836	157.6179903
837	157.5445929
838	157.4701794
839	157.4524812
840	157.412111
841	157.3852571
842	157.343414
843	157.3146403
844	157.2393943
845	157.1793601
846	157.1426168
847	157.0926111
848	157.0436932
849	156.9931695
850	156.9608914
851	156.9056178
852	156.8337042
853	156.7675838
854	156.7227704
855	156.7141978
856	156.651808
857	156.6103242
858	156.5581903
859	156.5133237
860	156.4544836
861	156.4251317
862	156.3920525
863	156.3142623
864	156.250751
865	156.1603971
866	156.0983508
867	156.0382519
868	156.0223252
869	156.0183769
870	156.0007778
871	155.9410026
872	155.8920589
873	155.8187879
874	155.8001003
875	155.7360992
876	155.6617219
877	155.6290051
878	155.5600615
879	155.5048062
880	155.4737077
881	155.4533227
882	155.3999583
883	155.3341175
884	155.2678217
885	155.2198754
886	155.1567037
887	155.0852532
888	155.0522096
889	155.0108753
890	154.9620737
891	154.9106175
892	154.8774686
893	154.8122482
894	154.7375966
895	154.6840543
896	154.6293092
897	154.5773064
898	154.5720403
899	154.5424376
900	154.5048464
901	154.457095
902	154.3964941
903	154.3419525
904	154.2696261
905	154.2235804
906	154.1783559
907	154.1076205
908	154.0432198
909	154.0049382
910	153.9521045
911	153.9045734
912	153.8402097
913	153.8052999
914	153.7601043
915	153.7230738
916	153.677498
917	153.6079955
918	153.5581144
919	153.5205075
920	153.4684145
921	153.433954
922	153.3744855
923	153.3116466
924	153.2726669
925	153.242716
926	153.1783203
927	153.1450707
928	153.1294918
929	153.095616
930	153.0656224
931	153.0207176
932	153.0163904
933	152.9790111
934	152.9607564
935	152.9200527
936	152.8861626
937	152.8510189
938	152.8282376
939	152.6996402
940	152.6624635
941	152.6276322
942	152.5702682
943	152.5422844
944	152.4334486
945	152.3668739
946	152.3265166
947	152.2691986
948	152.2343545
949	152.1696796
950	152.1286056
951	152.0750684
952	152.0566545
953	151.9906026
954	151.9474415
955	151.9044091
956	151.8233294
957	151.7695434
958	151.6897559
959	151.6536517
960	151.5746897
961	151.5406717
962	151.5185689
963	151.4958441
964	151.4564378
965	151.4198904
966	151.413068
967	151.3842022
968	151.3663513
969	151.3508003
970	151.3104205
971	151.3032498
972	151.2706949
973	151.2628638
974	151.2122017
975	151.1875309
976	151.0919643
977	151.0384359
978	151.0294627
979	150.9801965
980	150.8852692
981	150.8306228
982	150.8045132
983	150.739515
984	150.6996805
985	150.6537023
986	150.5990087
987	150.5517475
988	150.4805131
989	150.4324384
990	150.3550902
991	150.3175947
992	150.3078445
993	150.2679458
994	150.211427
995	150.1457354
996	150.1208632
997	150.067013
998	150.0274005
999	150.0084412
